ticker,company,gics_sector,n_values,E_score,E_families,E_family_list,E_anchor,E_level,S_score,S_families,S_family_list,S_anchor,S_level,G_score,G_families,G_family_list,G_anchor,G_level,e_band_width,n_reliable
NVDA,Nvidia,Information Technology,21,0.3,1,climate_targets,False,thin,1.1,2,"social_assessment, wage_law",False,partial,0.7,2,"commitments, supply_chain",False,thin,,0
NVR,"NVR, Inc.",Consumer Discretionary,14,0.3,1,climate_targets,False,thin,1.4,2,"occupational_safety, social_assessment",True,partial,0.2,1,supply_chain,False,thin,,0
NWSA,News Corp (Class A),Communication Services,13,0.3,1,climate_targets,False,thin,0.0,0,,False,none,0.7,2,"commitments, supply_chain",False,thin,,0
NXPI,NXP Semiconductors,Information Technology,28,1.1,2,"climate_targets, ghg",True,partial,1.4,2,"occupational_safety, social_assessment",True,partial,1.7,3,"commitments, compliance, supply_chain",True,strong,81.81818181818181,1
O,Realty Income,Real Estate,9,0.3,1,climate_targets,False,thin,0.4,1,social_assessment,False,thin,0.2,1,supply_chain,False,thin,,0
ODFL,Old Dominion,Industrials,5,0.0,0,,False,none,0.0,0,,False,none,0.2,1,supply_chain,False,thin,,0
OKE,Oneok,Energy,26,1.6,2,"ghg, pollutants",True,strong,1.7,2,"occupational_safety, wage_law",True,strong,1.2,2,"compliance, supply_chain",True,partial,29.16666666666667,2
OMC,Omnicom Group,Communication Services,11,0.3,1,climate_targets,False,thin,0.0,0,,False,none,0.7,2,"commitments, supply_chain",False,thin,,0
ON,ON Semiconductor,Information Technology,11,0.0,0,,False,none,1.0,1,occupational_safety,True,partial,0.2,1,supply_chain,False,thin,,0
ORCL,Oracle Corporation,Information Technology,16,0.3,1,climate_targets,False,thin,1.4,2,"occupational_safety, social_assessment",True,partial,0.2,1,supply_chain,False,thin,,0
ORLY,O'Reilly Automotive,Consumer Discretionary,16,0.3,1,climate_targets,False,thin,1.1,2,"social_assessment, wage_law",False,partial,0.2,1,supply_chain,False,thin,,0
OTIS,Otis Worldwide,Industrials,19,1.1,2,"climate_targets, pollutants",True,partial,0.7,1,wage_law,False,thin,0.7,2,"commitments, supply_chain",False,thin,,0
OXY,Occidental Petroleum,Energy,26,2.1,3,"climate_targets, ghg, pollutants",True,strong,1.4,2,"occupational_safety, social_assessment",True,partial,1.2,2,"compliance, supply_chain",True,partial,8.035714285714285,1
PANW,Palo Alto Networks,Information Technology,11,0.3,1,climate_targets,False,thin,0.0,0,,False,none,0.7,2,"commitments, supply_chain",False,thin,,0
PAYX,Paychex,Industrials,16,0.0,0,,False,none,1.7,2,"occupational_safety, wage_law",True,strong,0.2,1,supply_chain,False,thin,,1
PCAR,Paccar,Industrials,24,1.1,2,"climate_targets, pollutants",True,partial,1.4,2,"occupational_safety, social_assessment",True,partial,0.7,2,"commitments, supply_chain",False,thin,,0
PCG,PG&E Corporation,Utilities,28,2.9,4,"climate_targets, generation, ghg, pollutants",True,strong,0.4,1,social_assessment,False,thin,1.7,3,"commitments, compliance, supply_chain",True,strong,17.824074074074055,2
PEG,Public Service Enterprise Group,Utilities,19,1.3,2,"climate_targets, ghg",True,partial,0.0,0,,False,none,1.7,3,"commitments, compliance, supply_chain",True,strong,7.142857142857139,1
PEP,PepsiCo,Consumer Staples,36,2.3,4,"climate_targets, ghg, nature, pollutants",True,strong,2.1,3,"occupational_safety, social_assessment, wage_law",True,strong,1.7,3,"commitments, compliance, supply_chain",True,strong,23.07692307692308,3
PFE,Pfizer,Health Care,35,3.1,5,"climate_targets, generation, ghg, nature, pollutants",True,strong,1.4,2,"occupational_safety, social_assessment",True,partial,1.7,3,"commitments, compliance, supply_chain",True,strong,50.0,2
PFG,Principal Financial Group,Financials,13,0.3,1,climate_targets,False,thin,0.4,1,social_assessment,False,thin,0.7,2,"commitments, supply_chain",False,thin,,0
PG,Procter & Gamble,Consumer Staples,35,3.1,5,"climate_targets, generation, ghg, nature, pollutants",True,strong,1.4,2,"occupational_safety, social_assessment",True,partial,1.7,3,"commitments, compliance, supply_chain",True,strong,38.46153846153846,2
PGR,Progressive Corporation,Financials,15,0.3,1,climate_targets,False,thin,1.4,2,"occupational_safety, social_assessment",True,partial,0.2,1,supply_chain,False,thin,,0
PH,Parker Hannifin,Industrials,24,1.1,2,"climate_targets, pollutants",True,partial,1.7,2,"occupational_safety, wage_law",True,strong,0.7,2,"commitments, supply_chain",False,thin,,1
PHM,PulteGroup,Consumer Discretionary,14,0.3,1,climate_targets,False,thin,1.4,2,"occupational_safety, social_assessment",True,partial,0.2,1,supply_chain,False,thin,,0
PKG,Packaging Corporation of America,Materials,25,2.4,3,"generation, ghg, pollutants",True,strong,1.0,1,occupational_safety,True,partial,1.2,2,"compliance, supply_chain",True,partial,11.111111111111121,1
PLD,Prologis,Real Estate,15,0.3,1,climate_targets,False,thin,0.4,1,social_assessment,False,thin,0.7,2,"commitments, supply_chain",False,thin,,0
PLTR,Palantir Technologies,Information Technology,10,0.3,1,climate_targets,False,thin,0.0,0,,False,none,0.7,2,"commitments, supply_chain",False,thin,,0
PM,Philip Morris International,Consumer Staples,17,0.3,1,climate_targets,False,thin,1.0,1,occupational_safety,True,partial,0.7,2,"commitments, supply_chain",False,thin,,0
PNC,PNC Financial Services,Financials,4,0.0,0,,False,none,0.0,0,,False,none,0.2,1,supply_chain,False,thin,,0
PNR,Pentair,Industrials,16,0.8,1,pollutants,True,partial,1.0,1,occupational_safety,True,partial,0.2,1,supply_chain,False,thin,,0
PNW,Pinnacle West Capital,Utilities,24,2.6,3,"generation, ghg, pollutants",True,strong,1.0,1,occupational_safety,True,partial,1.2,2,"compliance, supply_chain",True,partial,26.66666666666667,1
PODD,Insulet Corporation,Health Care,12,0.0,0,,False,none,1.0,1,occupational_safety,True,partial,0.2,1,supply_chain,False,thin,,0
PPG,PPG Industries,Materials,36,2.3,4,"climate_targets, ghg, nature, pollutants",True,strong,2.1,3,"occupational_safety, social_assessment, wage_law",True,strong,1.7,3,"commitments, compliance, supply_chain",True,strong,22.22222222222222,3
PPL,PPL Corporation,Utilities,36,2.9,4,"climate_targets, generation, ghg, pollutants",True,strong,1.4,2,"occupational_safety, social_assessment",True,partial,1.7,3,"commitments, compliance, supply_chain",True,strong,67.46031746031746,2
PRU,Prudential Financial,Financials,9,0.3,1,climate_targets,False,thin,0.4,1,social_assessment,False,thin,0.2,1,supply_chain,False,thin,,0
PSA,Public Storage,Real Estate,6,0.0,0,,False,none,0.0,0,,False,none,0.2,1,supply_chain,False,thin,,0
PSKY,Paramount Skydance Corporation,Communication Services,1,0.0,0,,False,none,0.0,0,,False,none,0.2,1,supply_chain,False,thin,,0
PSX,Phillips 66,Energy,33,2.7,4,"climate_targets, generation, ghg, pollutants",True,strong,2.1,3,"occupational_safety, social_assessment, wage_law",True,strong,1.2,2,"compliance, supply_chain",True,partial,33.33333333333333,2
PTC,PTC Inc.,Information Technology,13,0.3,1,climate_targets,False,thin,0.0,0,,False,none,0.7,2,"commitments, supply_chain",False,thin,,0
PWR,Quanta Services,Industrials,15,0.8,1,pollutants,True,partial,1.0,1,occupational_safety,True,partial,0.2,1,supply_chain,False,thin,,0
PYPL,PayPal,Financials,16,0.3,1,climate_targets,False,thin,0.4,1,social_assessment,False,thin,0.7,2,"commitments, supply_chain",False,thin,,0
Q,Qnity Electronics,Information Technology,6,0.0,0,,False,none,1.0,1,occupational_safety,True,partial,0.2,1,supply_chain,False,thin,,0
QCOM,Qualcomm,Information Technology,29,1.1,2,"climate_targets, ghg",True,partial,1.1,2,"social_assessment, wage_law",False,partial,1.7,3,"commitments, compliance, supply_chain",True,strong,36.36363636363637,1
RCL,Royal Caribbean Group,Consumer Discretionary,11,0.7,2,"climate_targets, nature",False,thin,0.4,1,social_assessment,False,thin,0.2,1,supply_chain,False,thin,,0
RDDT,Reddit,Communication Services,11,0.0,0,,False,none,1.0,1,occupational_safety,True,partial,0.2,1,supply_chain,False,thin,,0
REG,Regency Centers,Real Estate,10,0.3,1,climate_targets,False,thin,0.0,0,,False,none,0.7,2,"commitments, supply_chain",False,thin,,0
REGN,Regeneron Pharmaceuticals,Health Care,11,0.0,0,,False,none,1.0,1,occupational_safety,True,partial,0.2,1,supply_chain,False,thin,,0
RF,Regions Financial Corporation,Financials,6,0.0,0,,False,none,0.0,0,,False,none,0.2,1,supply_chain,False,thin,,0
RJF,Raymond James Financial,Financials,9,0.3,1,climate_targets,False,thin,0.4,1,social_assessment,False,thin,0.2,1,supply_chain,False,thin,,0
RL,Ralph Lauren Corporation,Consumer Discretionary,21,0.7,2,"climate_targets, nature",False,thin,1.4,2,"occupational_safety, social_assessment",True,partial,0.7,2,"commitments, supply_chain",False,thin,,0
RMD,ResMed|,Health Care,16,0.3,1,climate_targets,False,thin,1.0,1,occupational_safety,True,partial,0.7,2,"commitments, supply_chain",False,thin,,0
ROK,Rockwell Automation,Industrials,19,1.1,2,"climate_targets, pollutants",True,partial,1.0,1,occupational_safety,True,partial,0.7,2,"commitments, supply_chain",False,thin,,0
ROL,"Rollins, Inc.",Industrials,10,0.0,0,,False,none,1.0,1,occupational_safety,True,partial,0.2,1,supply_chain,False,thin,,0
ROP,Roper Technologies,Information Technology,12,1.1,2,"climate_targets, pollutants",True,partial,0.0,0,,False,none,0.7,2,"commitments, supply_chain",False,thin,,0
ROST,Ross Stores,Consumer Discretionary,12,0.7,2,"climate_targets, nature",False,thin,0.4,1,social_assessment,False,thin,0.2,1,supply_chain,False,thin,,0
RSG,Republic Services,Industrials,35,1.9,3,"climate_targets, ghg, pollutants",True,strong,2.1,3,"occupational_safety, social_assessment, wage_law",True,strong,1.7,3,"commitments, compliance, supply_chain",True,strong,16.666666666666664,3
RTX,RTX Corporation,Industrials,22,1.6,2,"ghg, pollutants",True,strong,1.0,1,occupational_safety,True,partial,1.2,2,"compliance, supply_chain",True,partial,55.555555555555564,1
RVTY,Revvity,Health Care,16,0.3,1,climate_targets,False,thin,1.0,1,occupational_safety,True,partial,0.7,2,"commitments, supply_chain",False,thin,,0
SBAC,SBA Communications,Real Estate,12,0.3,1,climate_targets,False,thin,0.0,0,,False,none,0.7,2,"commitments, supply_chain",False,thin,,0
SBUX,Starbucks,Consumer Discretionary,26,0.7,2,"climate_targets, nature",False,thin,2.1,3,"occupational_safety, social_assessment, wage_law",True,strong,0.7,2,"commitments, supply_chain",False,thin,,1
SCHW,Charles Schwab Corporation,Financials,10,0.3,1,climate_targets,False,thin,0.4,1,social_assessment,False,thin,0.2,1,supply_chain,False,thin,,0
SHW,Sherwin-Williams,Materials,23,1.5,3,"climate_targets, nature, pollutants",True,strong,2.1,3,"occupational_safety, social_assessment, wage_law",True,strong,0.2,1,supply_chain,False,thin,,2
SJM,J.M. Smucker Company (The),Consumer Staples,27,2.3,4,"climate_targets, ghg, nature, pollutants",True,strong,1.4,2,"occupational_safety, social_assessment",True,partial,0.7,2,"commitments, supply_chain",False,thin,46.15384615384616,1
SLB,Schlumberger,Energy,15,0.8,1,pollutants,True,partial,1.0,1,occupational_safety,True,partial,0.2,1,supply_chain,False,thin,,0
SMCI,Supermicro,Information Technology,6,0.0,0,,False,none,0.0,0,,False,none,0.2,1,supply_chain,False,thin,,0
SNA,Snap-on,Industrials,14,0.8,1,pollutants,True,partial,1.0,1,occupational_safety,True,partial,0.2,1,supply_chain,False,thin,,0
SNDK,Sandisk,Information Technology,10,0.3,1,climate_targets,False,thin,1.0,1,occupational_safety,True,partial,0.7,2,"commitments, supply_chain",False,thin,,0
SNPS,Synopsys,Information Technology,13,0.3,1,climate_targets,False,thin,0.0,0,,False,none,0.7,2,"commitments, supply_chain",False,thin,,0
SO,Southern Company,Utilities,35,2.9,4,"climate_targets, generation, ghg, pollutants",True,strong,2.1,3,"occupational_safety, social_assessment, wage_law",True,strong,1.2,2,"compliance, supply_chain",True,partial,24.074074074074076,2
SOLV,Solventum,Health Care,14,1.1,2,"climate_targets, pollutants",True,partial,0.0,0,,False,none,0.7,2,"commitments, supply_chain",False,thin,,0
SPG,Simon Property Group,Real Estate,19,0.3,1,climate_targets,False,thin,1.4,2,"occupational_safety, social_assessment",True,partial,0.7,2,"commitments, supply_chain",False,thin,,0
SPGI,S&P Global,Financials,22,0.3,1,climate_targets,False,thin,1.7,2,"occupational_safety, wage_law",True,strong,0.7,2,"commitments, supply_chain",False,thin,,1
SRE,Sempra,Utilities,22,1.8,2,"generation, ghg",True,strong,1.0,1,occupational_safety,True,partial,1.2,2,"compliance, supply_chain",True,partial,40.74074074074074,1
STE,Steris,Health Care,24,1.1,2,"climate_targets, pollutants",True,partial,1.7,2,"occupational_safety, wage_law",True,strong,0.7,2,"commitments, supply_chain",False,thin,,1
STLD,Steel Dynamics,Materials,26,2.3,4,"climate_targets, ghg, nature, pollutants",True,strong,1.4,2,"occupational_safety, social_assessment",True,partial,1.2,2,"compliance, supply_chain",True,partial,22.222222222222214,1
STT,State Street Corporation,Financials,9,0.3,1,climate_targets,False,thin,0.4,1,social_assessment,False,thin,0.2,1,supply_chain,False,thin,,0
STX,Seagate Technology,Information Technology,21,1.1,2,"climate_targets, pollutants",True,partial,1.0,1,occupational_safety,True,partial,0.7,2,"commitments, supply_chain",False,thin,,0
STZ,Constellation Brands,Consumer Staples,19,1.5,3,"climate_targets, nature, pollutants",True,strong,1.4,2,"occupational_safety, social_assessment",True,partial,0.2,1,supply_chain,False,thin,,1
SW,Smurfit Westrock,Materials,28,3.1,5,"climate_targets, generation, ghg, nature, pollutants",True,strong,1.4,2,"occupational_safety, social_assessment",True,partial,1.2,2,"compliance, supply_chain",True,partial,27.777777777777786,1
SWK,Stanley Black & Decker,Industrials,24,1.1,2,"climate_targets, pollutants",True,partial,1.7,2,"occupational_safety, wage_law",True,strong,0.7,2,"commitments, supply_chain",False,thin,,1
SWKS,Skyworks Solutions,Information Technology,23,1.6,2,"ghg, pollutants",True,strong,1.0,1,occupational_safety,True,partial,1.2,2,"compliance, supply_chain",True,partial,45.45454545454545,1
SYF,Synchrony Financial,Financials,6,0.0,0,,False,none,0.0,0,,False,none,0.2,1,supply_chain,False,thin,,0
SYK,Stryker Corporation,Health Care,20,1.1,2,"climate_targets, pollutants",True,partial,1.0,1,occupational_safety,True,partial,0.7,2,"commitments, supply_chain",False,thin,,0
SYY,Sysco,Consumer Staples,26,0.7,2,"climate_targets, nature",False,thin,2.1,3,"occupational_safety, social_assessment, wage_law",True,strong,0.7,2,"commitments, supply_chain",False,thin,,1
T,AT&T,Communication Services,28,0.3,1,climate_targets,False,thin,2.1,3,"occupational_safety, social_assessment, wage_law",True,strong,1.7,3,"commitments, compliance, supply_chain",True,strong,,2
TAP,Molson Coors Beverage Company,Consumer Staples,34,3.1,5,"climate_targets, generation, ghg, nature, pollutants",True,strong,2.1,3,"occupational_safety, social_assessment, wage_law",True,strong,1.2,2,"compliance, supply_chain",True,partial,76.92307692307692,2
TDG,TransDigm Group,Industrials,14,0.8,1,pollutants,True,partial,1.0,1,occupational_safety,True,partial,0.2,1,supply_chain,False,thin,,0
TDY,Teledyne Technologies,Information Technology,15,0.8,1,pollutants,True,partial,1.0,1,occupational_safety,True,partial,0.2,1,supply_chain,False,thin,,0
TECH,Bio-Techne,Health Care,16,0.3,1,climate_targets,False,thin,1.0,1,occupational_safety,True,partial,0.7,2,"commitments, supply_chain",False,thin,,0
TEL,TE Connectivity,Information Technology,24,1.1,2,"climate_targets, pollutants",True,partial,1.4,2,"occupational_safety, social_assessment",True,partial,0.7,2,"commitments, supply_chain",False,thin,,0
TER,Teradyne,Information Technology,16,0.3,1,climate_targets,False,thin,1.0,1,occupational_safety,True,partial,0.7,2,"commitments, supply_chain",False,thin,,0
TFC,Truist Financial,Financials,9,0.0,0,,False,none,0.7,1,wage_law,False,thin,0.2,1,supply_chain,False,thin,,0
TGT,Target Corporation,Consumer Staples,30,0.3,1,climate_targets,False,thin,2.1,3,"occupational_safety, social_assessment, wage_law",True,strong,1.7,3,"commitments, compliance, supply_chain",True,strong,,2
TJX,TJX Companies,Consumer Discretionary,22,0.7,2,"climate_targets, nature",False,thin,2.1,3,"occupational_safety, social_assessment, wage_law",True,strong,0.2,1,supply_chain,False,thin,,1
TKO,TKO Group Holdings,Communication Services,5,0.0,0,,False,none,0.0,0,,False,none,0.2,1,supply_chain,False,thin,,0
TMO,Thermo Fisher Scientific,Health Care,28,1.9,3,"climate_targets, ghg, pollutants",True,strong,1.0,1,occupational_safety,True,partial,1.7,3,"commitments, compliance, supply_chain",True,strong,50.0,2
TMUS,T-Mobile US,Communication Services,17,0.3,1,climate_targets,False,thin,0.7,1,wage_law,False,thin,0.7,2,"commitments, supply_chain",False,thin,,0
TPL,Texas Pacific Land Corporation,Energy,4,0.0,0,,False,none,0.0,0,,False,none,0.2,1,supply_chain,False,thin,,0
TPR,"Tapestry, Inc.",Consumer Discretionary,22,0.7,2,"climate_targets, nature",False,thin,1.4,2,"occupational_safety, social_assessment",True,partial,0.7,2,"commitments, supply_chain",False,thin,,0
TRGP,Targa Resources,Energy,25,1.9,3,"climate_targets, ghg, pollutants",True,strong,1.1,2,"social_assessment, wage_law",False,partial,1.2,2,"compliance, supply_chain",True,partial,14.583333333333329,1
TRMB,Trimble Inc.,Information Technology,17,0.3,1,climate_targets,False,thin,1.0,1,occupational_safety,True,partial,0.7,2,"commitments, supply_chain",False,thin,,0
TROW,T. Rowe Price,Financials,10,0.3,1,climate_targets,False,thin,0.4,1,social_assessment,False,thin,0.2,1,supply_chain,False,thin,,0
TRV,Travelers Companies (The),Financials,5,0.0,0,,False,none,0.0,0,,False,none,0.2,1,supply_chain,False,thin,,0
TSCO,Tractor Supply,Consumer Discretionary,21,0.3,1,climate_targets,False,thin,1.7,2,"occupational_safety, wage_law",True,strong,0.7,2,"commitments, supply_chain",False,thin,,1
TSLA,"Tesla, Inc.",Consumer Discretionary,34,1.9,3,"climate_targets, ghg, pollutants",True,strong,2.1,3,"occupational_safety, social_assessment, wage_law",True,strong,1.7,3,"commitments, compliance, supply_chain",True,strong,50.0,3
TSN,Tyson Foods,Consumer Staples,37,2.3,4,"climate_targets, ghg, nature, pollutants",True,strong,2.1,3,"occupational_safety, social_assessment, wage_law",True,strong,1.7,3,"commitments, compliance, supply_chain",True,strong,46.15384615384616,3
TT,Trane Technologies,Industrials,19,1.1,2,"climate_targets, pollutants",True,partial,1.0,1,occupational_safety,True,partial,0.7,2,"commitments, supply_chain",False,thin,,0
TTD,Trade Desk (The),Communication Services,6,0.0,0,,False,none,0.0,0,,False,none,0.2,1,supply_chain,False,thin,,0
TTWO,Take-Two Interactive,Communication Services,6,0.0,0,,False,none,0.0,0,,False,none,0.2,1,supply_chain,False,thin,,0
TXN,Texas Instruments,Information Technology,32,1.9,3,"climate_targets, ghg, pollutants",True,strong,1.4,2,"occupational_safety, social_assessment",True,partial,1.7,3,"commitments, compliance, supply_chain",True,strong,44.44444444444444,2
TXT,Textron,Industrials,26,1.6,2,"ghg, pollutants",True,strong,1.7,2,"occupational_safety, wage_law",True,strong,1.2,2,"compliance, supply_chain",True,partial,25.0,2
TYL,Tyler Technologies,Information Technology,5,0.0,0,,False,none,0.0,0,,False,none,0.2,1,supply_chain,False,thin,,0
UAL,United Airlines Holdings,Industrials,20,0.3,1,climate_targets,False,thin,1.1,2,"social_assessment, wage_law",False,partial,0.7,2,"commitments, supply_chain",False,thin,,0
UBER,Uber,Industrials,16,0.3,1,climate_targets,False,thin,1.4,2,"occupational_safety, social_assessment",True,partial,0.2,1,supply_chain,False,thin,,0
UDR,"UDR, Inc.",Real Estate,14,0.3,1,climate_targets,False,thin,0.7,1,wage_law,False,thin,0.7,2,"commitments, supply_chain",False,thin,,0
UHS,Universal Health Services,Health Care,17,0.0,0,,False,none,1.7,2,"occupational_safety, wage_law",True,strong,0.2,1,supply_chain,False,thin,,1
ULTA,Ulta Beauty,Consumer Discretionary,20,0.3,1,climate_targets,False,thin,1.1,2,"social_assessment, wage_law",False,partial,0.7,2,"commitments, supply_chain",False,thin,,0
UNH,UnitedHealth Group,Health Care,16,0.3,1,climate_targets,False,thin,1.0,1,occupational_safety,True,partial,0.7,2,"commitments, supply_chain",False,thin,,0
UNP,Union Pacific Corporation,Industrials,16,0.3,1,climate_targets,False,thin,0.7,1,wage_law,False,thin,0.7,2,"commitments, supply_chain",False,thin,,0
UPS,United Parcel Service,Industrials,20,0.3,1,climate_targets,False,thin,2.1,3,"occupational_safety, social_assessment, wage_law",True,strong,0.2,1,supply_chain,False,thin,,1
URI,United Rentals,Industrials,11,0.0,0,,False,none,0.7,1,wage_law,False,thin,0.2,1,supply_chain,False,thin,,0
USB,U.S. Bancorp,Financials,8,0.3,1,climate_targets,False,thin,0.4,1,social_assessment,False,thin,0.2,1,supply_chain,False,thin,,0
V,Visa Inc.,Financials,15,0.3,1,climate_targets,False,thin,0.4,1,social_assessment,False,thin,0.7,2,"commitments, supply_chain",False,thin,,0
VEEV,Veeva Systems,Health Care,10,0.3,1,climate_targets,False,thin,0.0,0,,False,none,0.7,2,"commitments, supply_chain",False,thin,,0
VICI,Vici Properties,Real Estate,5,0.0,0,,False,none,0.0,0,,False,none,0.2,1,supply_chain,False,thin,,0
VLO,Valero Energy,Energy,29,1.9,3,"climate_targets, ghg, pollutants",True,strong,2.1,3,"occupational_safety, social_assessment, wage_law",True,strong,1.2,2,"compliance, supply_chain",True,partial,25.0,2
VLTO,Veralto,Industrials,14,1.1,2,"climate_targets, pollutants",True,partial,0.0,0,,False,none,0.7,2,"commitments, supply_chain",False,thin,,0
VMC,Vulcan Materials Company,Materials,14,0.8,1,pollutants,True,partial,1.0,1,occupational_safety,True,partial,0.2,1,supply_chain,False,thin,,0
VMRK,Vivmark Residential,Real Estate,4,0.0,0,,False,none,0.0,0,,False,none,0.2,1,supply_chain,False,thin,,0
VRSK,Verisk Analytics,Industrials,12,0.3,1,climate_targets,False,thin,0.0,0,,False,none,0.7,2,"commitments, supply_chain",False,thin,,0
VRSN,Verisign,Information Technology,5,0.0,0,,False,none,0.0,0,,False,none,0.2,1,supply_chain,False,thin,,0
VRT,Vertiv,Industrials,14,0.8,1,pollutants,True,partial,1.0,1,occupational_safety,True,partial,0.2,1,supply_chain,False,thin,,0
VRTX,Vertex Pharmaceuticals,Health Care,5,0.0,0,,False,none,0.0,0,,False,none,0.2,1,supply_chain,False,thin,,0
VST,Vistra Corp.,Utilities,32,2.1,3,"climate_targets, ghg, pollutants",True,strong,1.4,2,"occupational_safety, social_assessment",True,partial,1.7,3,"commitments, compliance, supply_chain",True,strong,49.735449735449734,2
VTR,Ventas,Real Estate,14,0.3,1,climate_targets,False,thin,1.0,1,occupational_safety,True,partial,0.7,2,"commitments, supply_chain",False,thin,,0
VTRS,Viatris,Health Care,25,1.9,3,"climate_targets, ghg, pollutants",True,strong,1.0,1,occupational_safety,True,partial,1.7,3,"commitments, compliance, supply_chain",True,strong,50.0,2
VZ,Verizon,Communication Services,20,0.3,1,climate_targets,False,thin,1.4,2,"occupational_safety, social_assessment",True,partial,0.7,2,"commitments, supply_chain",False,thin,,0
WAB,Wabtec,Industrials,15,0.8,1,pollutants,True,partial,1.0,1,occupational_safety,True,partial,0.2,1,supply_chain,False,thin,,0
WAT,Waters Corporation,Health Care,20,1.1,2,"climate_targets, pollutants",True,partial,1.0,1,occupational_safety,True,partial,0.7,2,"commitments, supply_chain",False,thin,,0
WBD,Warner Bros. Discovery,Communication Services,10,0.3,1,climate_targets,False,thin,0.4,1,social_assessment,False,thin,0.2,1,supply_chain,False,thin,,0
WDAY,"Workday, Inc.",Information Technology,12,0.3,1,climate_targets,False,thin,0.0,0,,False,none,0.7,2,"commitments, supply_chain",False,thin,,0
WDC,Western Digital,Information Technology,24,1.1,2,"climate_targets, pollutants",True,partial,1.4,2,"occupational_safety, social_assessment",True,partial,0.7,2,"commitments, supply_chain",False,thin,,0
WEC,WEC Energy Group,Utilities,29,2.9,4,"climate_targets, generation, ghg, pollutants",True,strong,1.4,2,"occupational_safety, social_assessment",True,partial,1.2,2,"compliance, supply_chain",True,partial,19.576719576719583,1
WELL,Welltower,Real Estate,17,0.3,1,climate_targets,False,thin,1.4,2,"occupational_safety, social_assessment",True,partial,0.7,2,"commitments, supply_chain",False,thin,,0
WFC,Wells Fargo,Financials,13,1.1,2,"climate_targets, ghg",True,partial,0.4,1,social_assessment,False,thin,0.2,1,supply_chain,False,thin,14.285714285714292,0
WM,Waste Management,Industrials,28,2.7,4,"climate_targets, generation, ghg, pollutants",True,strong,1.4,2,"occupational_safety, social_assessment",True,partial,1.2,2,"compliance, supply_chain",True,partial,33.888888888889646,1
WMB,Williams Companies,Energy,26,1.6,2,"ghg, pollutants",True,strong,1.7,2,"occupational_safety, wage_law",True,strong,1.2,2,"compliance, supply_chain",True,partial,36.80555555555556,2
WMT,Walmart,Consumer Staples,32,2.3,4,"climate_targets, generation, nature, pollutants",True,strong,2.1,3,"occupational_safety, social_assessment, wage_law",True,strong,0.7,2,"commitments, supply_chain",False,thin,,2
WRB,W. R. Berkley Corporation,Financials,4,0.0,0,,False,none,0.0,0,,False,none,0.2,1,supply_chain,False,thin,,0
WSM,"Williams-Sonoma, Inc.",Consumer Discretionary,19,0.3,1,climate_targets,False,thin,1.4,2,"occupational_safety, social_assessment",True,partial,0.7,2,"commitments, supply_chain",False,thin,,0
WST,West Pharmaceutical Services,Health Care,17,0.3,1,climate_targets,False,thin,1.0,1,occupational_safety,True,partial,0.7,2,"commitments, supply_chain",False,thin,,0
WTW,Willis Towers Watson,Financials,9,0.3,1,climate_targets,False,thin,0.4,1,social_assessment,False,thin,0.2,1,supply_chain,False,thin,,0
WY,Weyerhaeuser,Real Estate,31,2.3,4,"climate_targets, ghg, nature, pollutants",True,strong,1.4,2,"occupational_safety, social_assessment",True,partial,1.7,3,"commitments, compliance, supply_chain",True,strong,0.0,2
WYNN,Wynn Resorts,Consumer Discretionary,6,0.0,0,,False,none,0.0,0,,False,none,0.2,1,supply_chain,False,thin,,0
XEL,Xcel Energy,Utilities,34,2.9,4,"climate_targets, generation, ghg, pollutants",True,strong,2.1,3,"occupational_safety, social_assessment, wage_law",True,strong,1.2,2,"compliance, supply_chain",True,partial,,2
XOM,ExxonMobil,Energy,35,2.9,4,"climate_targets, generation, ghg, pollutants",True,strong,2.1,3,"occupational_safety, social_assessment, wage_law",True,strong,1.2,2,"compliance, supply_chain",True,partial,,2
XYL,Xylem Inc.,Industrials,23,1.1,2,"climate_targets, pollutants",True,partial,1.4,2,"occupational_safety, social_assessment",True,partial,0.7,2,"commitments, supply_chain",False,thin,,0
XYZ,"Block, Inc.",Financials,20,0.3,1,climate_targets,False,thin,1.4,2,"occupational_safety, social_assessment",True,partial,0.7,2,"commitments, supply_chain",False,thin,,0
YUM,Yum! Brands,Consumer Discretionary,16,0.7,2,"climate_targets, nature",False,thin,0.4,1,social_assessment,False,thin,0.7,2,"commitments, supply_chain",False,thin,,0
ZBH,Zimmer Biomet,Health Care,25,1.1,2,"climate_targets, pollutants",True,partial,1.7,2,"occupational_safety, wage_law",True,strong,0.7,2,"commitments, supply_chain",False,thin,,1
ZBRA,Zebra Technologies,Information Technology,17,0.3,1,climate_targets,False,thin,1.0,1,occupational_safety,True,partial,0.7,2,"commitments, supply_chain",False,thin,,0
ZTS,Zoetis,Health Care,14,0.8,1,pollutants,True,partial,1.0,1,occupational_safety,True,partial,0.2,1,supply_chain,False,thin,,0
