ticker,year,scope1_t,n_facilities,match_confidence,revenue_musd,co2_intensity,company,gics_sector,gics_sub_industry
MCHP,2018,504024.011773,4,1.0,5349.5,94.21890116328629,Microchip Technology,Information Technology,Semiconductors
MCHP,2019,408359.47061099997,4,1.0,5274.2,77.42585996188996,Microchip Technology,Information Technology,Semiconductors
MCHP,2020,329470.869183,4,1.0,5438.4,60.582316339916154,Microchip Technology,Information Technology,Semiconductors
MCHP,2021,407320.122309,4,1.0,6820.9,59.71647763623569,Microchip Technology,Information Technology,Semiconductors
MCHP,2022,417897.536461,4,1.0,8438.7,49.521553848460066,Microchip Technology,Information Technology,Semiconductors
MCHP,2023,472938.201976,4,1.0,7634.4,61.94831315833596,Microchip Technology,Information Technology,Semiconductors
MDLZ,2018,13247.400000000001,1,1.0,25938.0,0.510733287069165,Mondelez International,Consumer Staples,Packaged Foods & Meats
MDLZ,2019,0.0,1,1.0,25868.0,0.0,Mondelez International,Consumer Staples,Packaged Foods & Meats
MDLZ,2020,0.0,1,1.0,26581.0,0.0,Mondelez International,Consumer Staples,Packaged Foods & Meats
MDLZ,2021,0.0,1,1.0,28720.0,0.0,Mondelez International,Consumer Staples,Packaged Foods & Meats
MDLZ,2022,0.0,1,1.0,31496.0,0.0,Mondelez International,Consumer Staples,Packaged Foods & Meats
MDLZ,2023,0.0,1,1.0,36016.0,0.0,Mondelez International,Consumer Staples,Packaged Foods & Meats
MGM,2018,130246.06,1,1.0,11763.096,11.072430251355597,MGM Resorts,Consumer Discretionary,Casinos & Gaming
MGM,2019,138028.88,1,1.0,12899.672,10.700185245020183,MGM Resorts,Consumer Discretionary,Casinos & Gaming
MGM,2020,100925.81999999999,1,1.0,5162.082,19.551378687901508,MGM Resorts,Consumer Discretionary,Casinos & Gaming
MGM,2021,112944.124,1,1.0,9680.14,11.667612658494608,MGM Resorts,Consumer Discretionary,Casinos & Gaming
MGM,2022,113633.872,1,1.0,13127.485,8.656179915650256,MGM Resorts,Consumer Discretionary,Casinos & Gaming
MGM,2023,110103.336,1,1.0,16164.249,6.811534269238243,MGM Resorts,Consumer Discretionary,Casinos & Gaming
MLM,2018,3763179.79,4,1.0,4244.3,886.6432132507127,Martin Marietta Materials,Materials,Construction Materials
MLM,2019,3939577.874,4,1.0,4739.1,831.2924129054039,Martin Marietta Materials,Materials,Construction Materials
MLM,2020,3928503.108,4,1.0,4729.9,830.5678995327597,Martin Marietta Materials,Materials,Construction Materials
MLM,2021,5198634.3100000005,6,1.0,5414.0,960.2205966014038,Martin Marietta Materials,Materials,Construction Materials
MLM,2022,4635378.972,5,1.0,6161.0,752.3744476546016,Martin Marietta Materials,Materials,Construction Materials
MLM,2023,3999044.1620000005,4,1.0,5851.0,683.4804583831824,Martin Marietta Materials,Materials,Construction Materials
MMM,2018,1166836.604404,12,1.0,32765.0,35.612287636319245,3M,Industrials,Industrial Conglomerates
MMM,2019,1212019.355115,12,1.0,32136.0,37.71531475961538,3M,Industrials,Industrial Conglomerates
MMM,2020,1066631.228309,12,1.0,32184.0,33.14166133199726,3M,Industrials,Industrial Conglomerates
MMM,2021,1113367.274187,12,1.0,35355.0,31.491083982095883,3M,Industrials,Industrial Conglomerates
MMM,2022,1034537.637396,12,1.0,26161.0,39.54503411169298,3M,Industrials,Industrial Conglomerates
MMM,2023,1007143.6889239999,12,1.0,24610.0,40.92416452352702,3M,Industrials,Industrial Conglomerates
MO,2018,92514.75200000001,2,1.0,25364.0,3.647482731430374,Altria,Consumer Staples,Tobacco
MO,2019,87832.068,2,1.0,25110.0,3.4978919952210275,Altria,Consumer Staples,Tobacco
MO,2020,76442.01000000001,2,1.0,26153.0,2.9228772989714376,Altria,Consumer Staples,Tobacco
MO,2021,75328.216,2,1.0,26013.0,2.895791181332411,Altria,Consumer Staples,Tobacco
MO,2022,72567.758,2,1.0,25096.0,2.8916065508447564,Altria,Consumer Staples,Tobacco
MO,2023,66467.196,2,1.0,24483.0,2.714830535473594,Altria,Consumer Staples,Tobacco
MOS,2018,1642216.99,10,1.0,9587.3,171.29087334285984,Mosaic Company (The),Materials,Fertilizers & Agricultural Chemicals
MOS,2019,1255351.092,10,1.0,8906.3,140.95091025453894,Mosaic Company (The),Materials,Fertilizers & Agricultural Chemicals
MOS,2020,1493000.7939999998,10,1.0,8681.7,171.9710188096801,Mosaic Company (The),Materials,Fertilizers & Agricultural Chemicals
MOS,2021,1342938.734,10,1.0,12357.4,108.67486154045349,Mosaic Company (The),Materials,Fertilizers & Agricultural Chemicals
MOS,2022,1345898.668,10,1.0,19125.2,70.37305063476461,Mosaic Company (The),Materials,Fertilizers & Agricultural Chemicals
MOS,2023,1584499.966,10,1.0,13696.1,115.68986543614605,Mosaic Company (The),Materials,Fertilizers & Agricultural Chemicals
MPC,2018,37758316.491126396,115,0.9765217391304347,86086.0,438.6115801771066,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing
MPC,2019,42438279.21153699,127,0.9807086614173228,111148.0,381.81774941102844,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing
MPC,2020,35609213.5943834,127,0.9807086614173228,69779.0,510.31418613599226,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing
MPC,2021,35507588.95198336,131,0.9801526717557252,119983.0,295.9384992205843,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing
MPC,2022,36436824.97736929,131,0.9801526717557252,177453.0,205.33225686446153,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing
MPC,2023,36089385.98237825,133,0.9796992481203008,148379.0,243.22435103605127,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing
MRK,2018,410727.176,5,1.0,42294.0,9.711239797607226,Merck & Co.,Health Care,Pharmaceuticals
MRK,2019,368932.926,5,1.0,39121.0,9.430559699394186,Merck & Co.,Health Care,Pharmaceuticals
MRK,2020,365666.32,5,1.0,41518.0,8.80741654222265,Merck & Co.,Health Care,Pharmaceuticals
MRK,2021,373974.924,5,1.0,48704.0,7.678525870565046,Merck & Co.,Health Care,Pharmaceuticals
MRK,2022,374799.248,5,0.99,59283.0,6.32220447683147,Merck & Co.,Health Care,Pharmaceuticals
MRK,2023,365529.70399999997,5,1.0,60115.0,6.080507427430757,Merck & Co.,Health Care,Pharmaceuticals
MS,2018,111479.898,3,1.0,40107.0,2.7795621213254544,Morgan Stanley,Financials,Investment Banking & Brokerage
MS,2019,0.0,2,1.0,41538.0,0.0,Morgan Stanley,Financials,Investment Banking & Brokerage
MS,2020,0.0,2,1.0,48757.0,0.0,Morgan Stanley,Financials,Investment Banking & Brokerage
MS,2021,0.0,2,1.0,59755.0,0.0,Morgan Stanley,Financials,Investment Banking & Brokerage
MS,2022,0.0,2,1.0,53668.0,0.0,Morgan Stanley,Financials,Investment Banking & Brokerage
MS,2023,0.0,2,1.0,54143.0,0.0,Morgan Stanley,Financials,Investment Banking & Brokerage
MU,2018,516854.057879323,3,1.0,30391.0,17.006813131496923,Micron Technology,Information Technology,Semiconductors
MU,2019,649697.873023,3,1.0,23406.0,27.757748996966587,Micron Technology,Information Technology,Semiconductors
MU,2020,576747.2385482,3,1.0,21435.0,26.906799092521577,Micron Technology,Information Technology,Semiconductors
MU,2021,311443.0330268,2,1.0,27705.0,11.241401661317452,Micron Technology,Information Technology,Semiconductors
MU,2022,325147.6245568,2,1.0,30758.0,10.5711562701346,Micron Technology,Information Technology,Semiconductors
MU,2023,303884.3484487,2,1.0,15540.0,19.55497737765122,Micron Technology,Information Technology,Semiconductors
NEE,2018,4868997.93649744,17,0.9676470588235294,15400.0,316.1686971751584,NextEra Energy,Utilities,Multi-Utilities
NEE,2019,44607559.89276704,34,0.9941176470588234,17500.0,2549.003422443831,NextEra Energy,Utilities,Multi-Utilities
NEE,2020,42552748.826836,35,0.9942857142857142,17000.0,2503.1028721668235,NextEra Energy,Utilities,Multi-Utilities
NEE,2021,41395397.80628,35,0.9942857142857142,18800.0,2201.8828620361705,NextEra Energy,Utilities,Multi-Utilities
NEE,2022,41639437.930314,35,0.9942857142857142,23000.0,1810.4103447962607,NextEra Energy,Utilities,Multi-Utilities
NEE,2023,42867507.677971,34,0.9941176470588234,24800.0,1728.5285354020564,NextEra Energy,Utilities,Multi-Utilities
NEM,2018,1155081.4939999997,2,1.0,7253.0,159.25568647456222,Newmont,Materials,Gold
NEM,2019,1114027.31892,2,1.0,9740.0,114.37652144969199,Newmont,Materials,Gold
NEM,2020,616730.6915,3,1.0,11497.0,53.64274954335913,Newmont,Materials,Gold
NEM,2021,713207.15851,3,1.0,12222.0,58.35437395761741,Newmont,Materials,Gold
NEM,2022,679471.48731,3,1.0,11915.0,57.026562090642045,Newmont,Materials,Gold
NEM,2023,567759.26746,3,1.0,11812.0,48.06631116322384,Newmont,Materials,Gold
NI,2018,12361372.5592,15,1.0,4991.1,2476.6830075935163,NiSource,Utilities,Multi-Utilities
NI,2019,9977356.690399999,15,1.0,5053.4,1974.3849072703526,NiSource,Utilities,Multi-Utilities
NI,2020,6918113.076,14,1.0,4473.2,1546.569139765716,NiSource,Utilities,Multi-Utilities
NI,2021,7808985.4251999995,14,1.0,4731.3,1650.4946685266204,NiSource,Utilities,Multi-Utilities
NI,2022,5982209.1004,14,1.0,5738.6,1042.450963719374,NiSource,Utilities,Multi-Utilities
NI,2023,5027591.002,14,1.0,5347.8,940.1232286173754,NiSource,Utilities,Multi-Utilities
NOC,2018,122972.88200000001,4,1.0,30095.0,4.086156570858947,Northrop Grumman,Industrials,Aerospace & Defense
NOC,2019,112717.91,4,1.0,33841.0,3.3308090777459296,Northrop Grumman,Industrials,Aerospace & Defense
NOC,2020,76084.40400000001,3,1.0,36799.0,2.0675671621511458,Northrop Grumman,Industrials,Aerospace & Defense
NOC,2021,99352.47,4,1.0,35667.0,2.7855572377828244,Northrop Grumman,Industrials,Aerospace & Defense
NOC,2022,102901.802,4,1.0,36602.0,2.8113710179771596,Northrop Grumman,Industrials,Aerospace & Defense
NOC,2023,110192.27799999999,4,1.0,39290.0,2.8045883939933822,Northrop Grumman,Industrials,Aerospace & Defense
NRG,2018,39287627.266364,49,1.0,8148.0,4821.751014526755,NRG Energy,Utilities,Independent Power Producers & Energy Traders
NRG,2019,33406386.923636,44,1.0,7991.0,4180.501429562758,NRG Energy,Utilities,Independent Power Producers & Energy Traders
NRG,2020,25194701.124552,43,1.0,8690.0,2899.2751581762946,NRG Energy,Utilities,Independent Power Producers & Energy Traders
NRG,2021,31352196.791772,36,1.0,26777.0,1170.8629343007806,NRG Energy,Utilities,Independent Power Producers & Energy Traders
NRG,2022,32415366.511771996,36,1.0,31488.0,1029.4514263138972,NRG Energy,Utilities,Independent Power Producers & Energy Traders
NRG,2023,22461424.34004,36,1.0,28256.0,794.9258330988108,NRG Energy,Utilities,Independent Power Producers & Energy Traders
NSC,2018,15368.192,1,0.95,11458.0,1.3412630476522953,Norfolk Southern,Industrials,Rail Transportation
NSC,2019,13966.848,1,0.95,11296.0,1.236441926345609,Norfolk Southern,Industrials,Rail Transportation
NSC,2020,12121.503999999999,1,0.95,9789.0,1.2382780672183062,Norfolk Southern,Industrials,Rail Transportation
NSC,2021,0.0,1,0.95,11142.0,0.0,Norfolk Southern,Industrials,Rail Transportation
NSC,2022,0.0,1,0.95,12745.0,0.0,Norfolk Southern,Industrials,Rail Transportation
NSC,2023,0.0,1,0.95,12156.0,0.0,Norfolk Southern,Industrials,Rail Transportation
NUE,2018,5779559.61394,22,1.0,25067.279,230.5619055797799,Nucor,Materials,Steel
NUE,2019,5554874.2794200005,22,1.0,22588.858,245.91213417783229,Nucor,Materials,Steel
NUE,2020,5648350.36912,23,1.0,20139.658,280.45910060240345,Nucor,Materials,Steel
NUE,2021,5744766.533779999,24,1.0,36483.939,157.46015071947136,Nucor,Materials,Steel
NUE,2022,5329050.613580001,25,1.0,41512.0,128.37373804153017,Nucor,Materials,Steel
NUE,2023,5497406.23368,26,1.0,34714.0,158.36279984098633,Nucor,Materials,Steel
NXPI,2018,350983.376277,3,1.0,9407.0,37.310872358562776,NXP Semiconductors,Information Technology,Semiconductors
NXPI,2019,72079.054845,1,1.0,8877.0,8.119753840824604,NXP Semiconductors,Information Technology,Semiconductors
NXPI,2020,60162.224161699996,1,1.0,8612.0,6.985859749384579,NXP Semiconductors,Information Technology,Semiconductors
NXPI,2021,70161.1074116,1,1.0,11063.0,6.341960355382807,NXP Semiconductors,Information Technology,Semiconductors
NXPI,2022,86401.168118,1,1.0,13205.0,6.543064605679667,NXP Semiconductors,Information Technology,Semiconductors
NXPI,2023,77528.052339,1,1.0,13276.0,5.8397146986291055,NXP Semiconductors,Information Technology,Semiconductors
OKE,2018,3226132.3726,38,0.9973684210526316,12593.196,256.1805893118792,Oneok,Energy,Oil & Gas Storage & Transportation
OKE,2019,3808859.293,42,0.9964285714285714,10164.367,374.7266596139238,Oneok,Energy,Oil & Gas Storage & Transportation
OKE,2020,3335150.5186,44,0.9965909090909091,8542.242,390.43034821537486,Oneok,Energy,Oil & Gas Storage & Transportation
OKE,2021,3511353.861,45,0.9966666666666667,16540.0,212.29467116082225,Oneok,Energy,Oil & Gas Storage & Transportation
OKE,2022,3812763.1406,54,0.9972222222222222,22387.0,170.31148169026667,Oneok,Energy,Oil & Gas Storage & Transportation
OKE,2023,3886056.4206,56,0.9982142857142857,17677.0,219.83687393788537,Oneok,Energy,Oil & Gas Storage & Transportation
OXY,2018,13064996.0491846,121,0.96900826446281,15560.0,839.6527023897557,Occidental Petroleum,Energy,Oil & Gas Exploration & Production
OXY,2019,15873655.48453,123,0.9764227642276422,19192.0,827.0975137833473,Occidental Petroleum,Energy,Oil & Gas Exploration & Production
OXY,2020,14861322.954458,121,0.9756198347107438,17130.0,867.561176559136,Occidental Petroleum,Energy,Oil & Gas Exploration & Production
OXY,2021,13599907.730927315,123,0.9760162601626016,25959.0,523.8995235150551,Occidental Petroleum,Energy,Oil & Gas Exploration & Production
OXY,2022,14087121.45816182,125,0.9763999999999999,36234.0,388.7818473853789,Occidental Petroleum,Energy,Oil & Gas Exploration & Production
OXY,2023,15317522.890804,126,0.9761904761904762,23230.0,659.385402100904,Occidental Petroleum,Energy,Oil & Gas Exploration & Production
PCG,2018,3152915.852,13,0.95,16759.0,188.13269598424728,PG&E Corporation,Utilities,Multi-Utilities
PCG,2019,3269525.5884,13,0.95,17129.0,190.87661792282094,PG&E Corporation,Utilities,Multi-Utilities
PCG,2020,3325553.7248000004,13,1.0,18469.0,180.06138528344798,PG&E Corporation,Utilities,Multi-Utilities
PCG,2021,3161889.256,13,1.0,20642.0,153.17746613700223,PG&E Corporation,Utilities,Multi-Utilities
PCG,2022,2785782.8592,13,0.9884615384615384,21680.0,128.49551933579335,PG&E Corporation,Utilities,Multi-Utilities
PCG,2023,3254389.2656,13,0.9884615384615384,24428.0,133.22372955624692,PG&E Corporation,Utilities,Multi-Utilities
PEG,2018,13104714.8244936,18,1.0,9696.0,1351.5588721631188,Public Service Enterprise Group,Utilities,Electric Utilities
PEG,2019,9210590.258,16,1.0,10076.0,914.111776300119,Public Service Enterprise Group,Utilities,Electric Utilities
PEG,2020,9175809.344,16,1.0,9603.0,955.5148749349162,Public Service Enterprise Group,Utilities,Electric Utilities
PEG,2021,9573770.4688,16,1.0,9722.0,984.7531854350957,Public Service Enterprise Group,Utilities,Electric Utilities
PEG,2022,514825.82560000004,7,1.0,9800.0,52.533247510204085,Public Service Enterprise Group,Utilities,Electric Utilities
PEG,2023,463035.34199999995,7,1.0,11237.0,41.206313250867666,Public Service Enterprise Group,Utilities,Electric Utilities
PEP,2018,400694.908,10,1.0,64661.0,6.196856033776156,PepsiCo,Consumer Staples,Soft Drinks & Non-alcoholic Beverages
PEP,2019,404761.992,10,1.0,67161.0,6.026741591101979,PepsiCo,Consumer Staples,Soft Drinks & Non-alcoholic Beverages
PEP,2020,469217.58,11,1.0,70372.0,6.667674359120105,PepsiCo,Consumer Staples,Soft Drinks & Non-alcoholic Beverages
PEP,2021,507103.116,12,1.0,79474.0,6.380742330825175,PepsiCo,Consumer Staples,Soft Drinks & Non-alcoholic Beverages
PEP,2022,467068.72000000003,12,1.0,86392.0,5.406388554495787,PepsiCo,Consumer Staples,Soft Drinks & Non-alcoholic Beverages
PEP,2023,317942.602,10,1.0,91471.0,3.47588418187185,PepsiCo,Consumer Staples,Soft Drinks & Non-alcoholic Beverages
PFE,2018,253930.244,4,1.0,40825.0,6.219969234537661,Pfizer,Health Care,Pharmaceuticals
PFE,2019,252419.188,4,1.0,40905.0,6.170863904168194,Pfizer,Health Care,Pharmaceuticals
PFE,2020,278088.516,5,1.0,41651.0,6.676634798684305,Pfizer,Health Care,Pharmaceuticals
PFE,2021,259956.966,5,1.0,73636.0,3.530297218751697,Pfizer,Health Care,Pharmaceuticals
PFE,2022,258369.4,5,1.0,91793.0,2.8146961097251424,Pfizer,Health Care,Pharmaceuticals
PFE,2023,225796.41,4,1.0,50914.0,4.434858977884275,Pfizer,Health Care,Pharmaceuticals
PG,2018,1729523.73694,9,1.0,66832.0,25.878676935300454,Procter & Gamble,Consumer Staples,Personal Care Products
PG,2019,1752006.006884,10,1.0,67684.0,25.885083725607235,Procter & Gamble,Consumer Staples,Personal Care Products
PG,2020,1838618.282908,10,1.0,70950.0,25.914281647751938,Procter & Gamble,Consumer Staples,Personal Care Products
PG,2021,1762280.9647320001,10,1.0,76118.0,23.151960964975434,Procter & Gamble,Consumer Staples,Personal Care Products
PG,2022,1722790.5148939998,10,1.0,80187.0,21.48466104099168,Procter & Gamble,Consumer Staples,Personal Care Products
PG,2023,1660556.136144,10,1.0,82006.0,20.24920293812648,Procter & Gamble,Consumer Staples,Personal Care Products
PKG,2018,1517339.808,9,1.0,7014.6,216.31166538362842,Packaging Corporation of America,Materials,Paper & Plastic Packaging Products & Materials
PKG,2019,1609839.682,9,1.0,6964.3,231.15599299283488,Packaging Corporation of America,Materials,Paper & Plastic Packaging Products & Materials
PKG,2020,1531539.41,9,1.0,6658.2,230.02304076176745,Packaging Corporation of America,Materials,Paper & Plastic Packaging Products & Materials
PKG,2021,1686484.61,9,1.0,7730.3,218.16547999430813,Packaging Corporation of America,Materials,Paper & Plastic Packaging Products & Materials
PKG,2022,1472354.972,9,1.0,8478.0,173.66772493512622,Packaging Corporation of America,Materials,Paper & Plastic Packaging Products & Materials
PKG,2023,1498344.226,9,1.0,7802.4,192.03632548959297,Packaging Corporation of America,Materials,Paper & Plastic Packaging Products & Materials
PNW,2018,12464317.777112,11,0.9818181818181819,3691.247,3376.72276526388,Pinnacle West Capital,Utilities,Multi-Utilities
PNW,2019,12629783.016604586,11,1.0,3471.209,3638.4392344582498,Pinnacle West Capital,Utilities,Multi-Utilities
PNW,2020,11260444.8878768,11,1.0,3586.982,3139.253246288049,Pinnacle West Capital,Utilities,Multi-Utilities
PNW,2021,11398193.5525274,11,1.0,3803.835,2996.50051922005,Pinnacle West Capital,Utilities,Multi-Utilities
PNW,2022,12690343.914169168,11,1.0,4324.385,2934.600854033387,Pinnacle West Capital,Utilities,Multi-Utilities
PNW,2023,10549462.589899998,11,1.0,4695.991,2246.4827104438655,Pinnacle West Capital,Utilities,Multi-Utilities
POR,2018,6243239.2386799995,11,0.95,,,,,
POR,2019,7656851.306655999,11,0.95,,,,,
POR,2020,5962054.894164,11,0.95,,,,,
POR,2021,5198017.114444,11,0.95,,,,,
POR,2022,5043542.289632,11,0.95,,,,,
POR,2023,6253145.022396,11,0.95,,,,,
PPG,2018,43377.27,3,1.0,15374.0,2.821469363861064,PPG Industries,Materials,Specialty Chemicals
PPG,2019,41808.682,3,1.0,15146.0,2.760377789515384,PPG Industries,Materials,Specialty Chemicals
PPG,2020,33155.306,3,1.0,13834.0,2.3966536070550815,PPG Industries,Materials,Specialty Chemicals
PPG,2021,101330.31,3,1.0,16802.0,6.030848113319843,PPG Industries,Materials,Specialty Chemicals
PPG,2022,109908.678,3,1.0,15614.0,7.039110926091968,PPG Industries,Materials,Specialty Chemicals
PPG,2023,198602.998,3,1.0,16242.0,12.227742765669252,PPG Industries,Materials,Specialty Chemicals
PPL,2018,5152.8,1,1.0,7779.0,0.6623987659082144,PPL Corporation,Utilities,Electric Utilities
PPL,2019,28493455.24,9,1.0,5541.0,5142.294755459303,PPL Corporation,Utilities,Electric Utilities
PPL,2020,26970181.802,9,1.0,5429.0,4967.79918990606,PPL Corporation,Utilities,Electric Utilities
PPL,2021,28346504.8116,9,1.0,5838.0,4855.516411716341,PPL Corporation,Utilities,Electric Utilities
PPL,2022,28907123.6056,10,1.0,7786.0,3712.7053179553045,PPL Corporation,Utilities,Electric Utilities
PPL,2023,26919146.4032,10,1.0,8290.0,3247.182919565742,PPL Corporation,Utilities,Electric Utilities
PSX,2018,28028909.7637,57,1.0,111461.0,251.46831415203525,Phillips 66,Energy,Oil & Gas Refining & Marketing
PSX,2019,29030633.83285,58,1.0,107293.0,270.57341888893035,Phillips 66,Energy,Oil & Gas Refining & Marketing
PSX,2020,24716854.73565,58,1.0,64129.0,385.4239850247158,Phillips 66,Energy,Oil & Gas Refining & Marketing
PSX,2021,26946065.7824,61,1.0,111476.0,241.7207809968065,Phillips 66,Energy,Oil & Gas Refining & Marketing
PSX,2022,24921501.5494,61,1.0,169990.0,146.6056918018707,Phillips 66,Energy,Oil & Gas Refining & Marketing
PSX,2023,31338847.363247335,100,1.0,147399.0,212.61234718856528,Phillips 66,Energy,Oil & Gas Refining & Marketing
QCOM,2018,64571.85600000001,2,1.0,22611.0,2.855771792490381,Qualcomm,Information Technology,Semiconductors
QCOM,2019,62144.22000000001,2,1.0,24273.0,2.560219997528118,Qualcomm,Information Technology,Semiconductors
QCOM,2020,62487.216,2,1.0,23531.0,2.655527431898347,Qualcomm,Information Technology,Semiconductors
QCOM,2021,62333.664000000004,2,1.0,33566.0,1.8570477268664722,Qualcomm,Information Technology,Semiconductors
QCOM,2022,61074.468,2,1.0,44200.0,1.381775294117647,Qualcomm,Information Technology,Semiconductors
QCOM,2023,48566.816000000006,2,1.0,35820.0,1.3558575097710779,Qualcomm,Information Technology,Semiconductors
RSG,2018,9823503.7765,194,1.0,10040.9,978.3489305241562,Republic Services,Industrials,Environmental & Facilities Services
RSG,2019,10361741.588,194,1.0,10299.4,1006.0529339573179,Republic Services,Industrials,Environmental & Facilities Services
RSG,2020,10053218.589,193,1.0,10153.6,990.1137122793886,Republic Services,Industrials,Environmental & Facilities Services
RSG,2021,10052098.7085,193,1.0,11295.0,889.9600450199202,Republic Services,Industrials,Environmental & Facilities Services
RSG,2022,10821517.558,207,1.0,13511.0,800.9412743690326,Republic Services,Industrials,Environmental & Facilities Services
RSG,2023,10721712.294,207,1.0,14965.0,716.4525421984631,Republic Services,Industrials,Environmental & Facilities Services
RTX,2020,156351.208,4,0.9,56587.0,2.763023450615866,RTX Corporation,Industrials,Aerospace & Defense
RTX,2021,173380.69,4,0.9,64388.0,2.692748493508107,RTX Corporation,Industrials,Aerospace & Defense
RTX,2022,148676.422,4,0.9,67074.0,2.216602886364314,RTX Corporation,Industrials,Aerospace & Defense
RTX,2023,172793.29,4,0.975,68920.0,2.507157428903076,RTX Corporation,Industrials,Aerospace & Defense
SJM,2018,23006.564,1,0.9523809523809522,7838.0,2.935259504975759,J.M. Smucker Company (The),Consumer Staples,Packaged Foods & Meats
SJM,2019,23912.46,1,0.9523809523809522,7801.0,3.0653070119215484,J.M. Smucker Company (The),Consumer Staples,Packaged Foods & Meats
SJM,2020,23380.912,1,0.9523809523809522,8002.7,2.921627950566684,J.M. Smucker Company (The),Consumer Staples,Packaged Foods & Meats
SJM,2021,24395.307999999997,1,0.9523809523809522,7998.9,3.0498328520171523,J.M. Smucker Company (The),Consumer Staples,Packaged Foods & Meats
SJM,2022,22250.916,1,0.9523809523809522,8529.2,2.6087928527880693,J.M. Smucker Company (The),Consumer Staples,Packaged Foods & Meats
SJM,2023,0.0,1,0.9523809523809522,8178.7,0.0,J.M. Smucker Company (The),Consumer Staples,Packaged Foods & Meats
SO,2018,99309273.9715744,44,1.0,23495.0,4226.8258766364925,Southern Company,Utilities,Electric Utilities
SO,2019,87487053.4934984,72,1.0,21419.0,4084.5535969699054,Southern Company,Utilities,Electric Utilities
SO,2020,75724039.0123624,71,1.0,20375.0,3716.517252140486,Southern Company,Utilities,Electric Utilities
SO,2021,82154165.6322056,71,1.0,23113.0,3554.457042885199,Southern Company,Utilities,Electric Utilities
SO,2022,83987686.1365112,71,1.0,29279.0,2868.5298724857817,Southern Company,Utilities,Electric Utilities
SO,2023,76718005.4067456,71,1.0,25253.0,3037.975900160203,Southern Company,Utilities,Electric Utilities
SRE,2018,3040511.496832,16,0.8624999999999999,9447.0,321.849422761935,Sempra,Utilities,Multi-Utilities
SRE,2019,3523109.3948,17,0.8558823529411764,10141.0,347.4124242974066,Sempra,Utilities,Multi-Utilities
SRE,2020,5970254.679704,18,0.8555555555555556,10310.0,579.0741687394762,Sempra,Utilities,Multi-Utilities
SRE,2021,5483354.36776812,18,0.8555555555555556,11676.0,469.62610206989723,Sempra,Utilities,Multi-Utilities
SRE,2022,5799701.3546345355,18,0.8555555555555556,13722.0,422.6571457975904,Sempra,Utilities,Multi-Utilities
SRE,2023,5351909.778330039,18,0.8555555555555556,14848.0,360.446509855202,Sempra,Utilities,Multi-Utilities
STLD,2018,2300474.63918,10,1.0,11801.609,194.92889818498477,Steel Dynamics,Materials,Steel
STLD,2019,2196249.83784,10,1.0,10451.132,210.14468459875928,Steel Dynamics,Materials,Steel
STLD,2020,2254623.476,10,1.0,9587.691,235.15812889672807,Steel Dynamics,Materials,Steel
STLD,2021,2318877.2879999997,11,1.0,18408.85,125.96535296881662,Steel Dynamics,Materials,Steel
STLD,2022,2529050.7800000003,12,1.0,22260.774,113.610190732811,Steel Dynamics,Materials,Steel
STLD,2023,2569896.58,12,1.0,18795.316,136.73069290242316,Steel Dynamics,Materials,Steel
SW,2018,6717052.68304,35,0.9485714285714284,,,Smurfit Westrock,Materials,Paper & Plastic Packaging Products & Materials
SW,2019,6898630.25552,36,0.9486111111111111,,,Smurfit Westrock,Materials,Paper & Plastic Packaging Products & Materials
SW,2020,6895817.83712,36,0.9486111111111111,,,Smurfit Westrock,Materials,Paper & Plastic Packaging Products & Materials
SW,2021,7054762.86552,36,0.9486111111111111,,,Smurfit Westrock,Materials,Paper & Plastic Packaging Products & Materials
SW,2022,6613916.25896,36,0.9486111111111111,13509.0,489.5933273343697,Smurfit Westrock,Materials,Paper & Plastic Packaging Products & Materials
SW,2023,5923601.84088,35,0.9485714285714284,12093.0,489.83724806747705,Smurfit Westrock,Materials,Paper & Plastic Packaging Products & Materials
SWKS,2018,40508.017379,2,1.0,3868.0,10.472600149689761,Skyworks Solutions,Information Technology,Semiconductors
SWKS,2019,33708.065182,2,1.0,3376.8,9.982251001539918,Skyworks Solutions,Information Technology,Semiconductors
SWKS,2020,32848.104590999996,2,1.0,3355.7,9.78874887236642,Skyworks Solutions,Information Technology,Semiconductors
SWKS,2021,42201.42397,2,1.0,5109.1,8.26005049225891,Skyworks Solutions,Information Technology,Semiconductors
SWKS,2022,35693.24597,2,1.0,5485.5,6.506835469875126,Skyworks Solutions,Information Technology,Semiconductors
SWKS,2023,24116.71997,2,1.0,4772.4,5.053373558377336,Skyworks Solutions,Information Technology,Semiconductors
T,2018,0.0,1,1.0,170756.0,0.0,AT&T,Communication Services,Integrated Telecommunication Services
T,2019,0.0,1,1.0,181193.0,0.0,AT&T,Communication Services,Integrated Telecommunication Services
T,2020,0.0,1,1.0,143050.0,0.0,AT&T,Communication Services,Integrated Telecommunication Services
T,2021,0.0,1,1.0,134038.0,0.0,AT&T,Communication Services,Integrated Telecommunication Services
T,2022,0.0,1,1.0,120741.0,0.0,AT&T,Communication Services,Integrated Telecommunication Services
